年,月,日,時,分,秒,緯度(度),緯度(分),経度(度),経度(分),深さ(km),Ｍ,震央地名
2022,6,9,01,49,56.7,42,59.0,143,9.0,127,0.9,十勝地方中部
2022,6,9,01,56,15.0,37,53.2,141,40.4,51,1.0,宮城県沖
2022,6,9,01,56,39.3,37,10.5,141,13.5,16,1.6,福島県沖
2022,6,9,01,57,22.4,37,30.9,137,16.7,12,0.2,石川県能登地方
2022,6,9,01,59,17.2,34,5.3,135,5.7,6,0.1,紀伊水道
2022,6,9,02,01,23.6,37,45.4,141,34.8,53,1.6,福島県沖
2022,6,9,02,02,59.4,38,1.7,141,50.3,39,0.6,宮城県沖
2022,6,9,02,03,0.0,27,18.7,130,38.9,66,3.4,奄美大島近海
2022,6,9,02,03,20.5,37,27.4,137,15.0,13,0.1,石川県能登地方
2022,6,9,02,04,39.2,36,35.6,137,50.2,19,0.3,長野県北部
2022,6,9,02,06,19.4,35,2.8,135,33.8,12,0.4,京都府南部
2022,6,9,02,06,35.9,37,29.2,137,12.0,5,0.3,石川県能登地方
2022,6,9,02,07,29.8,37,51.8,141,35.0,47,0.6,福島県沖
2022,6,9,02,09,8.4,37,27.8,141,53.7,41,1.3,福島県沖
2022,6,9,02,10,4.4,32,27.7,132,3.4,24,0.4,日向灘
2022,6,9,02,10,9.3,42,4.5,139,13.7,16,1.1,北海道南西沖
2022,6,9,02,13,21.8,33,15.8,134,28.8,22,0.7,四国沖
2022,6,9,02,14,9.7,36,3.4,137,33.3,8,0.1,岐阜県飛騨地方
2022,6,9,02,19,19.0,37,30.1,137,13.3,11,0.9,石川県能登地方
2022,6,9,02,19,45.4,37,8.8,139,14.6,6,0.8,新潟県中越地方
2022,6,9,02,20,53.8,26,43.3,126,17.4,34,2.3,沖縄本島北西沖
2022,6,9,02,20,59.8,26,50.6,126,23.5,21,-,沖縄本島北西沖
2022,6,9,02,21,20.4,35,47.3,139,41.1,83,2.5,東京都２３区
2022,6,9,02,22,3.8,26,44.6,126,19.5,32,2.6,沖縄本島北西沖
2022,6,9,02,23,40.9,37,30.2,137,13.9,13,0.6,石川県能登地方
2022,6,9,02,24,37.8,42,21.9,140,11.4,13,1.2,渡島地方北部
2022,6,9,02,24,48.5,25,9.0,123,45.3,19,2.5,石垣島北西沖
2022,6,9,02,26,54.1,38,31.8,141,49.6,50,4.4,宮城県沖
2022,6,9,02,34,1.4,37,8.9,139,14.4,5,0.4,新潟県中越地方
2022,6,9,02,35,24.3,37,49.4,141,36.4,49,1.1,福島県沖
2022,6,9,02,40,15.9,33,29.5,140,48.7,54,2.7,八丈島東方沖
2022,6,9,02,42,8.4,27,0.6,130,16.1,57,2.8,奄美大島近海
2022,6,9,02,42,17.9,37,31.1,137,16.5,11,1.1,石川県能登地方
2022,6,9,02,47,44.5,39,3.7,140,53.7,7,0.0,岩手県内陸南部
2022,6,9,02,48,10.4,37,42.3,141,33.1,54,1.9,福島県沖
2022,6,9,02,49,23.6,35,12.5,136,37.6,17,0.7,岐阜県美濃中西部
2022,6,9,02,49,38.7,37,31.6,137,14.6,11,0.7,能登半島沖
2022,6,9,02,52,23.4,37,45.1,141,42.2,63,1.9,福島県沖
2022,6,9,02,52,33.8,37,31.7,137,16.8,12,1.0,石川県能登地方
2022,6,9,02,53,58.7,37,51.9,141,35.2,47,1.0,福島県沖
2022,6,9,02,57,3.1,28,5.3,129,31.8,28,1.7,奄美大島近海
2022,6,9,02,57,30.6,28,5.3,129,31.9,26,1.3,奄美大島近海
2022,6,9,02,59,49.7,34,8.4,135,13.1,3,0.3,和歌山県北部
2022,6,9,03,00,52.2,37,45.3,141,34.1,52,1.2,福島県沖
2022,6,9,03,01,20.0,37,52.9,141,42.3,57,1.0,宮城県沖
2022,6,9,03,03,14.1,32,7.9,130,22.6,10,-0.1,鹿児島県薩摩地方
2022,6,9,03,05,25.7,37,54.3,141,42.2,58,0.9,宮城県沖
2022,6,9,03,06,35.9,34,15.7,137,30.8,3,1.2,遠州灘
2022,6,9,03,07,42.1,33,54.4,134,7.8,9,0.4,徳島県北部
2022,6,9,03,10,1.1,35,23.3,136,31.0,11,0.8,岐阜県美濃中西部
2022,6,9,03,10,3.7,37,30.5,137,14.9,13,0.7,石川県能登地方
2022,6,9,03,10,37.6,37,30.6,137,14.9,13,0.4,石川県能登地方
2022,6,9,03,12,40.2,36,45.2,141,24.8,4,1.2,茨城県沖
2022,6,9,03,14,39.7,36,35.4,139,24.5,7,-0.2,群馬県南部
2022,6,9,03,16,4.5,39,47.8,144,42.0,28,1.2,三陸沖
2022,6,9,03,16,13.8,37,45.8,140,3.3,7,1.1,福島県会津
2022,6,9,03,19,34.7,34,50.4,137,51.2,19,0.5,静岡県西部
2022,6,9,03,21,31.0,36,34.5,139,31.2,5,0.0,栃木県南部
2022,6,9,03,22,40.9,41,38.0,143,1.1,13,1.0,浦河沖
2022,6,9,03,23,26.3,32,42.0,132,1.3,41,0.3,日向灘
2022,6,9,03,28,31.6,35,3.3,135,33.7,13,0.4,京都府南部
2022,6,9,03,30,7.8,36,14.2,143,10.4,32,1.6,関東東方沖
2022,6,9,03,33,40.9,37,30.2,137,13.0,11,0.6,石川県能登地方
2022,6,9,03,33,47.9,36,51.4,140,39.5,17,1.3,茨城県北部
2022,6,9,03,34,17.0,42,59.2,142,27.7,20,0.1,上川地方南部
2022,6,9,03,37,23.4,27,25.6,129,17.0,27,0.9,奄美大島近海
2022,6,9,03,37,54.1,34,8.7,135,4.6,9,0.1,紀伊水道
2022,6,9,03,41,34.3,37,53.5,141,42.2,52,1.1,宮城県沖
2022,6,9,03,41,58.2,29,11.1,130,35.1,36,1.7,奄美大島北東沖
2022,6,9,03,43,11.9,29,13.7,130,30.3,64,2.2,奄美大島北東沖
2022,6,9,03,45,45.9,35,26.1,133,49.6,9,-0.1,鳥取県中部
2022,6,9,03,46,8.4,36,36.0,137,51.4,18,0.3,長野県北部
2022,6,9,03,47,31.0,36,43.5,142,54.1,10,1.4,福島県沖
2022,6,9,03,52,56.2,34,3.5,136,18.4,43,0.2,三重県南東沖
2022,6,9,03,54,4.1,38,45.3,141,4.3,13,0.5,宮城県北部
2022,6,9,03,55,2.6,40,14.8,143,19.4,4,3.3,三陸沖
2022,6,9,03,57,11.3,40,14.7,143,19.6,2,1.7,三陸沖
2022,6,9,03,59,44.9,27,37.6,129,33.3,58,2.5,奄美大島近海
2022,6,9,04,01,24.9,37,36.7,141,32.9,53,1.3,福島県沖
2022,6,9,04,02,10.2,35,53.1,138,7.0,11,-0.6,長野県南部
2022,6,9,04,02,15.6,33,18.7,131,29.5,8,0.0,大分県中部
2022,6,9,04,04,47.1,35,39.5,140,1.5,69,1.3,東京湾
2022,6,9,04,07,15.2,38,2.6,141,47.0,54,1.3,宮城県沖
2022,6,9,04,07,28.7,33,35.7,133,58.1,16,0.1,高知県東部
2022,6,9,04,08,48.6,33,13.8,132,12.8,44,0.4,豊後水道
2022,6,9,04,08,51.3,28,17.2,129,35.5,31,2.0,奄美大島近海
2022,6,9,04,09,38.2,37,50.9,141,34.5,48,1.1,福島県沖
2022,6,9,04,10,6.2,37,51.4,141,35.0,48,1.1,福島県沖
2022,6,9,04,15,21.7,37,31.7,137,13.9,13,0.0,能登半島沖
2022,6,9,04,18,17.2,37,44.1,141,47.6,44,2.6,福島県沖
2022,6,9,04,20,41.0,28,14.8,129,38.3,28,0.3,奄美大島近海
2022,6,9,04,21,35.8,37,48.6,141,42.9,55,1.7,福島県沖
2022,6,9,04,22,51.4,37,31.4,137,17.5,11,0.2,石川県能登地方
2022,6,9,04,23,50.4,33,20.2,132,15.8,49,0.2,豊後水道
2022,6,9,04,27,45.7,32,39.2,131,59.5,37,0.3,日向灘
2022,6,9,04,29,1.7,27,20.4,128,2.6,21,0.4,沖縄本島近海
2022,6,9,04,34,2.9,36,29.8,138,8.4,8,-0.1,長野県北部
2022,6,9,04,36,16.0,31,18.0,130,27.7,149,1.8,鹿児島県薩摩地方
2022,6,9,04,37,2.2,38,16.2,144,3.9,22,1.3,三陸沖
2022,6,9,04,38,9.0,37,50.7,141,33.4,48,0.9,福島県沖
2022,6,9,04,47,37.5,37,47.7,141,36.0,54,1.6,福島県沖
2022,6,9,04,48,38.7,35,10.4,135,35.4,10,0.4,京都府南部
2022,6,9,04,50,32.9,35,40.2,141,23.5,11,1.6,千葉県東方沖
2022,6,9,04,52,15.5,34,40.2,135,43.0,6,0.2,奈良県
2022,6,9,04,52,37.1,37,31.2,137,16.5,11,0.9,石川県能登地方
2022,6,9,04,53,12.6,40,1.9,140,28.7,9,-0.1,秋田県内陸北部
2022,6,9,04,54,37.4,31,50.8,131,41.0,43,0.5,日向灘
2022,6,9,04,55,16.1,36,8.1,135,57.3,13,0.9,福井県沖
2022,6,9,04,57,43.1,29,10.5,130,35.4,35,1.8,奄美大島北東沖
2022,6,9,04,57,56.0,32,24.9,130,30.6,8,0.3,熊本県天草・芦北地方
2022,6,9,04,58,12.3,42,57.4,146,50.0,53,1.7,根室半島南東沖
2022,6,9,04,58,18.2,40,17.0,142,28.1,35,0.9,岩手県沖
2022,6,9,04,59,24.7,27,1.9,130,16.2,48,1.7,奄美大島近海
2022,6,9,05,00,14.1,37,49.1,141,36.1,48,1.1,福島県沖
2022,6,9,05,00,45.0,29,14.2,130,28.5,66,2.9,奄美大島北東沖
2022,6,9,05,04,24.2,25,6.2,123,46.6,13,2.4,石垣島北西沖
2022,6,9,05,05,0.7,34,51.5,135,24.5,8,0.6,兵庫県南東部
2022,6,9,05,08,5.8,34,50.7,137,56.6,20,0.7,静岡県西部
2022,6,9,05,09,41.3,37,50.6,141,37.4,49,1.2,福島県沖
2022,6,9,05,14,0.1,43,3.8,141,0.1,152,1.5,後志地方北部
2022,6,9,05,18,35.9,31,58.5,130,30.8,8,0.3,鹿児島県薩摩地方
2022,6,9,05,18,44.9,37,58.1,141,39.1,50,1.1,宮城県沖
2022,6,9,05,23,12.6,33,37.1,135,22.4,32,0.3,和歌山県南方沖
2022,6,9,05,23,25.6,30,18.8,130,28.8,59,0.8,種子島近海
2022,6,9,05,24,40.8,32,1.3,131,55.0,18,1.6,日向灘
2022,6,9,05,25,5.1,36,47.2,140,34.5,10,1.3,茨城県北部
2022,6,9,05,25,10.9,37,30.3,137,13.6,12,0.5,石川県能登地方
2022,6,9,05,25,35.0,32,19.6,129,48.0,15,0.7,天草灘
2022,6,9,05,28,47.4,32,45.0,129,56.3,12,1.0,長崎県南西部
2022,6,9,05,32,9.2,37,48.7,141,37.7,49,1.0,福島県沖
2022,6,9,05,36,5.2,38,53.4,140,50.9,7,0.3,宮城県北部
2022,6,9,05,37,49.2,25,58.0,127,4.1,10,1.6,沖縄本島近海
2022,6,9,05,40,24.5,36,16.2,140,58.3,44,1.2,茨城県沖
2022,6,9,05,43,6.0,38,33.6,139,25.0,9,1.2,新潟県下越沖
2022,6,9,05,45,29.6,29,9.3,130,35.5,17,1.8,奄美大島北東沖
2022,6,9,05,49,14.7,42,4.6,144,26.7,5,-,十勝沖
2022,6,9,05,49,27.3,37,51.3,141,35.2,49,1.4,福島県沖
2022,6,9,05,53,52.0,38,14.3,141,47.3,56,1.2,宮城県沖
2022,6,9,05,55,22.5,37,33.8,141,49.9,38,2.6,福島県沖
2022,6,9,05,56,51.4,37,59.1,141,47.1,56,4.1,宮城県沖
2022,6,9,05,57,32.7,32,25.2,130,30.7,11,0.7,熊本県天草・芦北地方
2022,6,9,05,59,47.1,32,35.2,132,0.0,39,0.4,日向灘
2022,6,9,06,00,24.8,37,12.7,142,9.5,23,1.6,福島県沖
2022,6,9,06,01,42.8,32,40.3,130,44.8,11,0.0,熊本県熊本地方
2022,6,9,06,03,11.3,34,41.0,132,16.0,22,2.3,広島県北部
2022,6,9,06,03,12.6,34,40.9,132,15.9,21,2.5,広島県北部
2022,6,9,06,03,50.9,34,40.9,132,16.1,21,1.8,広島県北部
2022,6,9,06,04,59.7,34,40.8,132,15.7,20,0.4,広島県北部
2022,6,9,06,06,56.5,35,47.0,137,43.0,9,-0.1,長野県南部
2022,6,9,06,07,5.6,35,21.3,138,20.2,13,-0.2,山梨県中・西部
2022,6,9,06,07,18.5,37,13.0,142,9.5,24,1.5,福島県沖
2022,6,9,06,08,27.5,33,13.3,132,8.7,47,0.2,豊後水道
2022,6,9,06,10,21.6,37,31.1,137,15.0,14,0.7,石川県能登地方
2022,6,9,06,10,24.6,37,31.3,137,14.4,12,0.8,能登半島沖
2022,6,9,06,12,50.7,37,13.3,142,9.7,22,1.4,福島県沖
2022,6,9,06,14,44.2,32,36.6,130,58.8,9,-0.1,熊本県熊本地方
2022,6,9,06,15,2.6,37,59.4,141,47.5,54,2.0,宮城県沖
2022,6,9,06,15,21.6,33,33.2,132,19.8,43,1.1,伊予灘
2022,6,9,06,15,53.7,26,45.3,128,4.3,41,0.9,沖縄本島近海
2022,6,9,06,17,35.7,35,18.3,136,40.7,11,0.3,岐阜県美濃中西部
2022,6,9,06,19,18.4,38,6.7,142,11.1,36,1.9,宮城県沖
2022,6,9,06,21,16.6,42,52.1,143,4.0,92,0.7,十勝地方中部
2022,6,9,06,21,29.2,38,2.4,142,42.0,17,1.2,宮城県沖
2022,6,9,06,23,29.9,35,5.5,139,6.6,7,0.1,伊豆半島東方沖
2022,6,9,06,23,35.8,32,39.2,132,0.1,36,0.0,日向灘
2022,6,9,06,24,48.6,36,53.1,140,38.3,10,1.1,茨城県北部
2022,6,9,06,25,16.0,42,25.0,142,31.6,38,1.5,日高地方中部
2022,6,9,06,33,7.8,35,5.4,139,6.3,7,0.2,伊豆半島東方沖
2022,6,9,06,34,5.9,37,50.8,141,34.9,49,1.4,福島県沖
2022,6,9,06,35,3.0,37,29.8,137,12.6,11,1.5,石川県能登地方
2022,6,9,06,35,33.9,33,39.8,140,28.0,51,1.9,八丈島東方沖
2022,6,9,06,40,26.8,36,42.2,140,38.7,11,0.7,茨城県北部
2022,6,9,06,48,51.9,34,50.8,140,1.9,70,1.2,千葉県南東沖
2022,6,9,06,49,39.3,41,29.9,140,11.4,3,1.3,渡島地方西部
2022,6,9,06,50,16.9,37,44.8,140,3.4,9,0.7,福島県会津
2022,6,9,06,52,20.8,36,52.4,141,47.5,10,1.4,福島県沖
2022,6,9,06,58,25.6,34,50.0,137,57.2,20,0.1,静岡県西部
2022,6,9,06,58,25.7,35,0.4,132,43.5,12,0.3,島根県東部
2022,6,9,06,58,43.3,32,19.8,130,27.7,9,0.9,熊本県天草・芦北地方
2022,6,9,06,59,14.4,31,58.4,130,29.7,10,0.4,鹿児島県薩摩地方
2022,6,9,06,59,19.8,38,51.0,142,27.3,23,-,宮城県沖
2022,6,9,06,59,31.9,38,48.3,142,24.4,33,1.6,宮城県沖
2022,6,9,06,59,33.9,37,13.0,142,9.7,22,1.2,福島県沖
2022,6,9,06,59,51.3,32,24.6,130,44.9,12,1.2,熊本県熊本地方
2022,6,9,07,00,29.9,35,0.3,132,43.8,13,-0.1,島根県東部
2022,6,9,07,00,32.3,36,49.8,141,22.4,4,1.6,茨城県沖
2022,6,9,07,03,35.5,37,47.9,141,43.2,60,1.7,福島県沖
2022,6,9,07,07,13.6,32,32.8,129,59.4,12,0.3,天草灘
2022,6,9,07,12,1.0,36,53.7,140,32.4,8,1.0,福島県中通り
2022,6,9,07,14,3.5,32,51.9,130,53.5,10,0.2,熊本県熊本地方
2022,6,9,07,18,23.5,36,53.6,140,32.3,7,0.5,福島県中通り
2022,6,9,07,22,19.4,34,11.4,135,9.5,5,0.3,紀伊水道
2022,6,9,07,24,28.0,33,16.2,129,56.9,11,0.0,佐賀県北部
2022,6,9,07,25,23.8,33,33.5,135,23.2,34,0.4,和歌山県南方沖
2022,6,9,07,25,35.5,33,44.7,134,46.7,39,3.9,紀伊水道
2022,6,9,07,31,6.5,37,52.5,141,36.9,46,1.2,福島県沖
2022,6,9,07,35,24.1,35,56.2,138,5.9,3,0.3,長野県南部
2022,6,9,07,36,37.8,37,4.2,141,25.1,65,1.3,福島県沖
2022,6,9,07,39,45.6,36,25.1,136,48.6,11,0.4,富山県西部
2022,6,9,07,41,24.2,35,0.3,132,43.8,14,0.8,島根県東部
2022,6,9,07,45,8.9,35,47.4,140,53.5,28,1.5,千葉県東方沖
2022,6,9,07,47,10.6,37,0.7,141,20.3,43,1.9,福島県沖
2022,6,9,07,48,20.7,35,48.3,140,54.4,27,2.5,千葉県東方沖
2022,6,9,07,49,4.8,35,29.8,136,17.4,5,-0.2,滋賀県北部
2022,6,9,07,53,27.3,43,20.1,144,57.1,86,1.1,根室地方中部
2022,6,9,07,54,20.8,35,2.5,135,35.0,14,0.4,京都府南部
2022,6,9,07,59,29.5,28,11.8,128,12.2,22,1.7,奄美大島北西沖
2022,6,9,08,04,21.8,33,37.0,132,28.3,43,2.3,伊予灘
2022,6,9,08,11,31.2,33,53.4,135,4.7,12,0.0,和歌山県北部
2022,6,9,08,11,59.2,35,3.1,136,31.9,13,0.2,三重県北部
2022,6,9,08,13,25.4,36,43.3,141,40.4,20,1.3,茨城県沖
2022,6,9,08,14,51.8,36,36.6,141,30.4,32,1.4,茨城県沖
2022,6,9,08,14,59.8,41,6.9,140,15.7,170,1.9,青森県西方沖
2022,6,9,08,22,9.4,26,19.5,124,26.3,194,2.6,東シナ海
2022,6,9,08,24,9.6,37,31.6,137,19.5,12,0.7,石川県能登地方
2022,6,9,08,24,36.1,37,49.2,141,40.6,56,1.4,福島県沖
2022,6,9,08,24,52.7,35,9.2,135,39.3,362,2.7,京都府南部
2022,6,9,08,30,53.7,40,1.4,140,32.6,8,0.4,秋田県内陸北部
2022,6,9,08,35,37.3,37,50.2,141,37.8,50,1.4,福島県沖
2022,6,9,08,36,29.5,35,47.0,140,54.0,28,1.4,千葉県東方沖
2022,6,9,08,36,45.0,37,30.3,137,14.8,14,0.7,石川県能登地方
2022,6,9,08,36,56.0,37,31.3,137,14.7,11,0.7,能登半島沖
2022,6,9,08,37,34.1,37,30.6,137,14.3,13,1.3,石川県能登地方
2022,6,9,08,38,23.9,26,45.1,126,41.1,21,-,沖縄本島北西沖
2022,6,9,08,42,17.2,37,30.8,137,14.7,10,0.6,石川県能登地方
2022,6,9,08,46,31.6,36,40.5,140,48.3,84,1.4,茨城県沖
2022,6,9,08,48,17.7,31,44.7,131,31.1,42,1.3,日向灘
2022,6,9,08,48,52.3,28,41.6,128,31.8,131,1.3,奄美大島北西沖
2022,6,9,08,49,26.6,26,52.7,126,35.9,25,1.3,沖縄本島北西沖
2022,6,9,08,50,10.0,33,33.1,135,11.9,14,0.2,和歌山県南方沖
2022,6,9,08,52,53.3,32,32.9,132,1.9,33,0.6,日向灘
2022,6,9,08,53,0.7,39,28.9,140,6.9,16,0.5,秋田県沿岸南部
2022,6,9,08,53,18.0,37,30.4,137,13.9,12,0.8,石川県能登地方
2022,6,9,08,54,31.4,34,4.0,135,18.3,6,-0.3,和歌山県北部
2022,6,9,08,54,41.8,33,35.8,135,33.4,24,0.5,和歌山県南部
2022,6,9,08,58,2.4,34,54.5,137,0.1,12,0.4,愛知県西部
2022,6,9,08,58,7.9,34,3.6,133,23.7,14,0.7,瀬戸内海中部
2022,6,9,09,00,51.6,33,12.4,135,15.7,13,1.6,和歌山県南方沖
2022,6,9,09,01,17.6,37,27.8,137,11.7,13,0.6,石川県能登地方
2022,6,9,09,04,0.4,33,0.4,140,38.9,62,2.4,八丈島東方沖
2022,6,9,09,07,45.5,32,41.6,132,1.5,42,0.6,日向灘
2022,6,9,09,10,29.3,37,13.1,142,9.2,23,1.4,福島県沖
2022,6,9,09,10,33.4,30,20.8,130,48.6,8,0.6,種子島近海
2022,6,9,09,11,13.1,37,38.1,141,33.3,52,1.4,福島県沖
2022,6,9,09,11,23.1,40,1.6,140,31.4,8,0.5,秋田県内陸北部
2022,6,9,09,13,5.9,35,56.3,137,36.9,6,0.1,長野県南部
2022,6,9,09,13,23.2,36,13.8,139,46.5,57,0.6,茨城県南部
2022,6,9,09,14,47.6,26,52.0,126,36.4,23,1.7,沖縄本島北西沖
2022,6,9,09,16,41.6,34,55.4,137,9.8,34,0.8,愛知県西部
2022,6,9,09,17,21.0,40,0.3,141,58.0,16,1.0,岩手県沖
2022,6,9,09,17,25.7,27,3.6,127,18.6,102,2.1,沖縄本島北西沖
2022,6,9,09,19,19.0,34,59.3,137,50.0,21,0.0,静岡県西部
2022,6,9,09,19,22.3,38,4.2,142,41.0,21,1.5,宮城県沖
2022,6,9,09,24,10.8,37,30.6,137,15.3,14,1.1,石川県能登地方
2022,6,9,09,24,23.6,37,51.1,141,35.4,50,1.5,福島県沖
2022,6,9,09,25,44.7,37,45.6,141,43.6,62,1.4,福島県沖
2022,6,9,09,25,49.8,36,15.3,141,8.5,36,1.6,茨城県沖
2022,6,9,09,27,34.8,40,15.8,143,31.0,16,4.7,三陸沖
2022,6,9,09,27,47.9,40,3.0,140,32.8,9,0.6,秋田県内陸北部
2022,6,9,09,27,55.4,33,3.2,130,19.7,11,0.6,有明海
2022,6,9,09,28,48.4,35,2.1,137,48.9,20,-0.1,静岡県西部
2022,6,9,09,31,13.3,40,16.2,143,29.8,3,-,三陸沖
2022,6,9,09,32,34.2,37,52.0,141,39.7,49,0.9,福島県沖
2022,6,9,09,37,50.9,36,3.1,137,35.4,5,-0.2,岐阜県飛騨地方
2022,6,9,09,38,22.6,34,39.9,137,5.2,10,1.1,愛知県東部
2022,6,9,09,38,51.7,40,51.4,145,8.1,26,1.9,三陸沖
2022,6,9,09,41,42.3,35,2.1,137,48.5,21,0.3,静岡県西部
2022,6,9,09,42,21.3,40,1.4,140,31.7,3,0.0,秋田県内陸北部
2022,6,9,09,51,8.6,37,27.6,137,9.9,8,0.3,石川県能登地方
