年,月,日,時,分,秒,緯度(度),緯度(分),経度(度),経度(分),深さ(km),Ｍ,震央地名
2022,6,13,00,55,2.5,38,59.2,144,38.4,10,1.6,三陸沖
2022,6,13,00,59,48.3,35,14.5,132,59.4,14,0.6,島根県東部
2022,6,13,01,00,57.1,44,35.7,148,43.5,30,3.1,択捉島南東沖
2022,6,13,01,04,33.8,32,12.8,131,32.0,17,0.1,宮崎県北部平野部
2022,6,13,01,05,15.1,24,39.6,124,34.2,13,0.6,石垣島近海
2022,6,13,01,07,18.3,37,50.0,141,40.1,53,1.7,福島県沖
2022,6,13,01,10,39.5,37,0.5,138,37.8,12,1.1,新潟県中越地方
2022,6,13,01,13,2.0,42,16.6,142,36.6,17,0.6,日高地方中部
2022,6,13,01,16,59.4,37,51.5,141,37.2,49,1.2,福島県沖
2022,6,13,01,19,59.9,37,30.8,137,13.2,13,2.0,石川県能登地方
2022,6,13,01,20,44.4,37,55.1,141,48.7,53,1.2,宮城県沖
2022,6,13,01,20,54.2,36,32.3,140,59.2,44,1.1,茨城県沖
2022,6,13,01,22,4.6,37,38.4,141,35.8,53,1.4,福島県沖
2022,6,13,01,24,14.2,37,49.1,141,39.6,55,0.9,福島県沖
2022,6,13,01,26,15.6,43,51.7,146,57.9,0,2.8,北海道東方沖
2022,6,13,01,28,53.8,31,26.1,130,37.9,8,0.2,鹿児島湾
2022,6,13,01,31,36.1,36,6.8,143,50.5,38,1.7,関東東方沖
2022,6,13,01,31,53.7,36,15.9,141,0.3,42,1.2,茨城県沖
2022,6,13,01,32,17.6,37,37.9,141,35.0,52,1.4,福島県沖
2022,6,13,01,34,39.0,29,51.2,142,19.4,63,4.0,鳥島近海
2022,6,13,01,35,16.7,37,21.9,141,57.4,35,1.7,福島県沖
2022,6,13,01,36,44.1,34,55.7,137,51.7,19,1.1,静岡県西部
2022,6,13,01,39,6.2,37,31.3,137,13.4,13,0.8,能登半島沖
2022,6,13,01,42,10.2,31,34.0,130,20.2,7,0.4,薩摩半島西方沖
2022,6,13,01,44,14.4,34,55.6,137,51.7,19,0.7,静岡県西部
2022,6,13,01,44,22.6,39,48.8,142,21.7,10,1.2,岩手県沖
2022,6,13,01,45,55.9,37,48.6,141,34.8,54,1.0,福島県沖
2022,6,13,01,46,25.7,26,46.4,128,46.0,15,2.0,沖縄本島近海
2022,6,13,01,48,20.1,37,51.0,141,41.3,54,1.3,福島県沖
2022,6,13,01,49,49.3,34,57.2,132,48.8,9,0.5,広島県北部
2022,6,13,01,50,55.7,37,50.9,141,33.2,48,0.8,福島県沖
2022,6,13,01,51,39.8,41,25.7,142,35.4,11,1.6,青森県東方沖
2022,6,13,01,55,5.2,37,55.2,141,42.3,56,1.1,宮城県沖
2022,6,13,01,56,33.3,32,18.2,129,46.5,11,2.3,天草灘
2022,6,13,01,57,36.3,37,12.6,141,20.4,41,4.3,福島県沖
2022,6,13,02,02,13.7,35,59.6,138,3.0,6,-0.3,長野県中部
2022,6,13,02,04,0.2,37,50.6,141,34.6,48,1.3,福島県沖
2022,6,13,02,05,33.6,38,1.2,141,40.4,49,0.8,宮城県沖
2022,6,13,02,08,19.6,43,24.3,145,28.7,116,1.6,国後島付近
2022,6,13,02,13,43.0,40,1.8,140,32.4,3,-0.1,秋田県内陸北部
2022,6,13,02,13,47.3,36,9.9,143,14.3,17,1.1,関東東方沖
2022,6,13,02,13,47.3,36,44.8,140,34.7,9,0.3,茨城県北部
2022,6,13,02,14,35.4,40,1.6,140,32.4,7,0.2,秋田県内陸北部
2022,6,13,02,16,18.1,36,14.4,137,57.7,11,0.3,長野県中部
2022,6,13,02,20,10.6,28,3.4,129,23.2,28,0.9,奄美大島近海
2022,6,13,02,24,20.6,37,30.8,137,13.4,13,2.0,石川県能登地方
2022,6,13,02,26,38.6,37,12.3,141,20.2,41,1.5,福島県沖
2022,6,13,02,28,8.3,41,38.5,141,19.1,89,2.0,苫小牧沖
2022,6,13,02,35,9.6,33,4.3,140,23.6,63,2.7,八丈島東方沖
2022,6,13,02,35,53.7,32,46.6,130,32.7,9,0.1,有明海
2022,6,13,02,36,25.8,37,38.2,141,35.3,54,1.4,福島県沖
2022,6,13,02,36,31.6,35,8.5,139,6.5,10,0.8,静岡県伊豆地方
2022,6,13,02,36,54.1,37,50.0,141,36.6,48,1.2,福島県沖
2022,6,13,02,37,38.5,37,30.7,137,13.3,13,1.0,石川県能登地方
2022,6,13,02,38,19.9,34,33.7,137,20.9,25,0.4,遠州灘
2022,6,13,02,39,15.5,37,31.1,137,15.0,12,0.4,石川県能登地方
2022,6,13,02,40,24.5,37,46.0,141,37.4,50,1.0,福島県沖
2022,6,13,02,41,15.2,37,55.0,141,39.5,49,1.1,宮城県沖
2022,6,13,02,45,44.7,37,46.3,141,36.8,49,1.9,福島県沖
2022,6,13,02,50,30.0,35,17.3,135,10.5,6,0.1,京都府北部
2022,6,13,02,51,56.5,24,40.6,122,15.6,50,2.5,台湾付近
2022,6,13,02,52,9.8,34,9.6,135,7.6,7,0.3,紀伊水道
2022,6,13,02,52,24.5,39,7.6,143,32.8,13,2.2,三陸沖
2022,6,13,02,55,10.0,37,30.8,137,13.5,12,1.7,石川県能登地方
2022,6,13,02,58,10.2,36,7.8,139,50.0,51,2.6,茨城県南部
2022,6,13,02,59,38.3,37,30.9,137,13.3,11,0.9,石川県能登地方
2022,6,13,03,00,54.0,37,18.8,141,45.7,42,1.1,福島県沖
2022,6,13,03,01,9.3,37,31.4,137,14.8,11,1.1,能登半島沖
2022,6,13,03,03,58.1,34,57.9,137,39.3,25,0.0,愛知県東部
2022,6,13,03,06,29.4,36,33.6,137,47.4,3,-0.3,長野県北部
2022,6,13,03,08,12.1,37,31.0,137,14.0,13,0.5,能登半島沖
2022,6,13,03,10,59.5,37,30.5,137,13.3,13,1.2,石川県能登地方
2022,6,13,03,11,16.2,32,46.3,132,5.1,19,-0.1,日向灘
2022,6,13,03,11,18.3,37,55.8,142,26.2,50,1.0,宮城県沖
2022,6,13,03,11,53.9,37,30.5,137,13.7,13,0.9,石川県能登地方
2022,6,13,03,11,57.1,40,1.7,140,32.7,6,0.8,秋田県内陸北部
2022,6,13,03,17,10.2,37,31.1,137,13.7,13,0.5,能登半島沖
2022,6,13,03,23,57.1,37,49.5,141,35.0,47,1.1,福島県沖
2022,6,13,03,27,29.0,36,10.8,137,59.4,7,-0.5,長野県中部
2022,6,13,03,27,29.2,37,50.8,141,34.9,49,1.0,福島県沖
2022,6,13,03,29,16.3,41,49.6,142,11.9,56,1.2,浦河沖
2022,6,13,03,31,33.0,34,26.4,132,42.8,24,0.1,広島県南西部
2022,6,13,03,31,46.5,35,49.6,138,3.7,10,0.3,長野県南部
2022,6,13,03,33,1.9,37,30.5,137,13.5,11,0.3,石川県能登地方
2022,6,13,03,33,40.0,38,57.2,144,41.3,11,1.6,三陸沖
2022,6,13,03,41,20.2,37,56.5,141,44.5,55,1.7,宮城県沖
2022,6,13,03,41,42.2,37,31.8,137,14.7,14,0.8,能登半島沖
2022,6,13,03,42,4.6,37,30.7,137,13.6,12,1.1,石川県能登地方
2022,6,13,03,43,58.4,35,54.1,138,3.4,8,-0.6,長野県南部
2022,6,13,03,44,58.4,37,50.8,141,41.4,55,1.1,福島県沖
2022,6,13,03,45,24.1,33,15.1,132,4.5,46,0.3,豊後水道
2022,6,13,03,48,21.4,37,8.1,142,14.1,19,2.5,福島県沖
2022,6,13,03,49,13.9,37,30.1,137,11.9,11,0.6,能登半島沖
2022,6,13,03,50,40.7,35,3.1,132,35.0,26,0.4,島根県西部
2022,6,13,03,51,56.9,36,26.8,140,59.8,42,1.1,茨城県沖
2022,6,13,03,55,29.5,41,31.5,143,22.3,23,1.2,十勝沖
2022,6,13,03,56,41.9,36,38.3,140,36.9,7,0.5,茨城県北部
2022,6,13,03,57,17.9,36,42.8,140,36.2,9,1.2,茨城県北部
2022,6,13,03,58,45.1,37,6.4,141,17.0,27,1.9,福島県沖
2022,6,13,03,59,9.2,34,46.7,134,36.2,8,0.9,兵庫県南西部
2022,6,13,03,59,26.3,34,57.4,134,52.0,14,0.2,兵庫県南東部
2022,6,13,04,00,14.6,35,14.7,132,42.1,9,0.1,島根県東部
2022,6,13,04,00,32.0,37,30.6,137,13.3,12,1.2,石川県能登地方
2022,6,13,04,02,9.3,35,56.3,140,37.8,51,0.5,茨城県南部
2022,6,13,04,04,37.2,37,11.5,141,19.6,39,1.1,福島県沖
2022,6,13,04,05,8.9,26,58.2,126,35.4,14,2.6,沖縄本島北西沖
2022,6,13,04,05,15.3,36,17.9,139,30.9,123,2.0,栃木県南部
2022,6,13,04,06,53.0,33,0.7,131,41.4,64,0.1,大分県中部
2022,6,13,04,07,40.2,40,32.9,144,6.3,17,1.4,三陸沖
2022,6,13,04,13,9.4,32,46.2,132,7.2,18,0.4,日向灘
2022,6,13,04,13,51.2,37,49.4,141,33.9,46,0.9,福島県沖
2022,6,13,04,18,13.4,42,54.8,146,24.8,15,1.4,根室半島南東沖
2022,6,13,04,19,6.5,35,48.9,137,36.1,7,-0.2,長野県南部
2022,6,13,04,19,35.6,37,37.3,141,34.3,52,1.0,福島県沖
2022,6,13,04,23,35.8,37,31.5,137,15.4,13,0.4,石川県能登地方
2022,6,13,04,23,55.4,37,31.9,137,14.1,13,0.4,能登半島沖
2022,6,13,04,26,26.3,35,0.3,137,53.7,12,-0.1,静岡県西部
2022,6,13,04,27,17.2,37,43.1,141,34.0,54,1.5,福島県沖
2022,6,13,04,27,34.3,37,22.1,141,55.7,35,1.9,福島県沖
2022,6,13,04,27,49.7,28,7.7,129,13.8,14,0.9,奄美大島近海
2022,6,13,04,31,36.8,37,45.5,141,34.0,51,1.4,福島県沖
2022,6,13,04,31,43.8,35,10.9,141,32.0,25,1.8,千葉県東方沖
2022,6,13,04,34,44.4,37,44.6,139,54.2,6,0.1,福島県会津
2022,6,13,04,37,22.8,37,3.4,142,12.5,11,1.5,福島県沖
2022,6,13,04,37,23.9,35,48.6,140,13.9,61,1.0,千葉県北西部
2022,6,13,04,37,38.8,45,1.1,141,59.4,24,0.7,宗谷地方北部
2022,6,13,04,38,2.4,24,47.4,122,50.8,41,1.7,与那国島近海
2022,6,13,04,39,46.7,37,30.7,137,13.3,12,0.9,石川県能登地方
2022,6,13,04,41,13.5,36,6.5,140,5.8,50,0.6,茨城県南部
2022,6,13,04,44,21.7,32,31.3,132,44.2,11,0.8,四国沖
2022,6,13,04,45,14.5,41,34.7,141,23.8,108,1.0,青森県東方沖
2022,6,13,04,45,33.2,37,30.3,137,11.8,11,0.4,能登半島沖
2022,6,13,04,46,3.8,32,32.1,132,45.3,17,0.6,四国沖
2022,6,13,04,47,10.4,37,47.9,141,35.0,53,2.7,福島県沖
2022,6,13,04,52,10.7,42,0.3,139,24.3,12,1.3,北海道南西沖
2022,6,13,04,54,1.4,36,2.7,137,33.7,7,0.1,岐阜県飛騨地方
2022,6,13,04,55,34.8,34,56.8,138,14.1,21,0.4,静岡県中部
2022,6,13,04,56,42.5,39,7.4,139,16.3,13,1.3,山形県沖
2022,6,13,04,58,0.6,37,52.4,141,37.7,48,0.9,福島県沖
2022,6,13,04,59,55.8,36,55.0,142,0.0,17,1.5,福島県沖
2022,6,13,05,06,3.1,37,0.4,140,33.9,8,0.4,福島県中通り
2022,6,13,05,09,4.8,37,41.4,142,23.1,23,1.7,福島県沖
2022,6,13,05,11,3.5,32,40.0,132,0.5,36,0.2,日向灘
2022,6,13,05,14,18.4,37,31.3,144,0.6,29,1.2,福島県沖
2022,6,13,05,19,32.1,34,0.7,135,15.2,7,0.3,和歌山県北部
2022,6,13,05,22,48.5,35,17.4,135,10.5,7,0.4,京都府北部
2022,6,13,05,23,24.4,30,2.4,130,53.6,31,0.8,種子島近海
2022,6,13,05,28,20.5,37,32.0,137,13.7,12,0.5,能登半島沖
2022,6,13,05,32,40.3,34,24.9,132,3.1,15,0.1,山口県東部
2022,6,13,05,34,56.3,35,18.8,136,41.3,41,0.3,岐阜県美濃中西部
2022,6,13,05,34,58.6,36,36.2,140,36.1,88,0.9,茨城県北部
2022,6,13,05,37,5.7,36,30.2,141,10.1,32,1.4,茨城県沖
2022,6,13,05,38,8.5,37,51.3,141,35.0,47,1.1,福島県沖
2022,6,13,05,39,34.6,37,40.6,141,42.1,51,1.0,福島県沖
2022,6,13,05,40,34.7,36,5.1,136,23.9,7,0.6,福井県嶺北
2022,6,13,05,40,57.8,36,5.3,136,24.0,8,0.9,福井県嶺北
2022,6,13,05,41,48.8,36,15.9,141,51.5,15,1.5,茨城県沖
2022,6,13,05,44,6.0,37,47.8,141,37.6,52,0.7,福島県沖
2022,6,13,05,47,33.0,37,12.0,140,47.3,96,2.1,福島県浜通り
2022,6,13,05,49,43.0,28,6.5,128,2.4,8,1.8,奄美大島北西沖
2022,6,13,05,49,48.6,37,29.7,141,52.8,46,0.5,福島県沖
2022,6,13,05,51,8.9,37,30.8,137,13.2,11,0.8,石川県能登地方
2022,6,13,05,52,25.4,37,21.0,141,20.9,47,2.8,福島県沖
2022,6,13,05,58,34.5,35,27.1,136,43.8,7,0.1,岐阜県美濃中西部
2022,6,13,05,58,41.5,37,23.7,141,40.1,42,1.1,福島県沖
2022,6,13,06,00,4.8,37,47.6,141,36.8,54,2.4,福島県沖
2022,6,13,06,01,3.8,38,17.5,142,13.1,20,1.4,宮城県沖
2022,6,13,06,02,46.4,37,24.8,137,24.9,4,1.4,富山湾
2022,6,13,06,04,59.3,38,38.4,144,37.1,35,1.9,三陸沖
2022,6,13,06,07,3.7,41,40.4,143,51.6,18,1.4,十勝沖
2022,6,13,06,07,9.1,28,21.5,129,32.5,26,0.8,奄美大島近海
2022,6,13,06,08,13.2,37,37.7,141,35.2,52,2.3,福島県沖
2022,6,13,06,08,48.2,37,31.0,137,12.2,11,0.8,能登半島沖
2022,6,13,06,11,53.0,37,42.6,141,43.5,51,1.3,福島県沖
2022,6,13,06,12,19.5,38,58.1,144,41.1,9,1.6,三陸沖
2022,6,13,06,12,30.0,32,34.7,129,57.3,7,0.0,天草灘
2022,6,13,06,14,58.8,37,38.6,141,34.0,52,0.7,福島県沖
2022,6,13,06,15,20.0,39,48.7,142,13.6,27,1.0,岩手県沖
2022,6,13,06,18,40.5,38,34.9,142,16.2,37,1.1,宮城県沖
2022,6,13,06,19,16.5,36,11.2,141,47.5,12,2.3,茨城県沖
2022,6,13,06,23,21.3,37,32.2,137,13.2,11,0.5,能登半島沖
2022,6,13,06,24,31.6,37,50.6,142,7.7,40,1.0,宮城県沖
2022,6,13,06,36,27.1,33,49.5,140,19.7,46,1.4,房総半島南方沖
2022,6,13,06,44,22.6,34,56.6,132,12.9,11,1.0,島根県西部
2022,6,13,06,44,51.3,36,10.7,141,47.5,12,1.5,茨城県沖
2022,6,13,06,44,57.0,37,38.2,141,34.4,54,0.9,福島県沖
2022,6,13,06,45,42.1,37,38.1,141,35.7,54,2.3,福島県沖
2022,6,13,06,46,56.3,43,47.6,145,37.7,115,2.0,国後島付近
2022,6,13,06,50,27.0,37,48.9,141,48.6,43,0.8,福島県沖
2022,6,13,06,51,40.5,38,24.6,144,42.0,19,1.7,三陸沖
2022,6,13,07,02,5.7,42,43.0,145,16.2,35,2.3,釧路沖
2022,6,13,07,03,22.8,42,42.9,145,17.2,34,1.6,釧路沖
2022,6,13,07,08,40.0,35,52.7,137,34.8,5,-0.1,長野県南部
2022,6,13,07,12,11.1,37,49.7,141,36.5,48,1.0,福島県沖
2022,6,13,07,14,17.2,42,0.9,142,12.1,52,1.3,浦河沖
2022,6,13,07,16,16.5,37,30.7,137,12.1,9,0.6,石川県能登地方
2022,6,13,07,17,13.2,34,43.8,137,2.3,13,0.8,三河湾
2022,6,13,07,18,44.9,34,10.5,135,22.2,6,0.8,和歌山県北部
2022,6,13,07,22,50.5,34,10.7,135,22.2,6,0.5,和歌山県北部
2022,6,13,07,24,25.4,42,12.4,142,43.4,29,2.5,日高地方東部
2022,6,13,07,29,54.0,37,29.1,137,12.6,9,0.7,石川県能登地方
2022,6,13,07,30,1.2,37,37.6,141,34.3,52,1.2,福島県沖
2022,6,13,07,31,58.9,33,38.6,131,29.9,10,0.6,周防灘
2022,6,13,07,32,3.9,37,38.1,141,34.5,52,1.3,福島県沖
2022,6,13,07,33,5.8,37,42.0,141,36.0,58,1.1,福島県沖
2022,6,13,07,39,27.4,36,11.2,141,5.3,35,1.5,茨城県沖
2022,6,13,07,49,12.0,33,12.6,142,3.6,40,2.8,八丈島東方沖
2022,6,13,07,49,12.4,37,50.3,141,57.1,34,1.5,宮城県沖
2022,6,13,07,50,8.2,37,27.4,137,10.9,13,0.1,石川県能登地方
2022,6,13,07,51,37.3,33,16.8,135,33.5,21,1.6,和歌山県南方沖
2022,6,13,07,53,26.5,37,52.7,141,39.7,47,0.8,福島県沖
2022,6,13,07,54,12.6,36,13.1,137,55.4,10,0.2,長野県中部
2022,6,13,07,59,13.4,32,39.8,131,17.7,11,0.5,宮崎県北部山沿い
2022,6,13,07,59,48.2,37,51.6,141,34.8,47,1.0,福島県沖
2022,6,13,08,01,52.8,37,38.5,141,35.7,54,1.1,福島県沖
2022,6,13,08,02,43.2,38,45.7,141,45.1,54,1.4,宮城県沖
2022,6,13,08,04,22.4,32,42.9,132,3.9,38,0.8,日向灘
2022,6,13,08,04,34.2,37,53.2,141,38.7,49,1.5,宮城県沖
2022,6,13,08,12,41.7,37,38.0,141,34.6,52,1.1,福島県沖
2022,6,13,08,19,28.4,37,49.8,141,36.7,50,1.3,福島県沖
2022,6,13,08,20,10.0,32,39.4,130,39.9,12,0.3,熊本県熊本地方
2022,6,13,08,20,38.3,37,48.8,141,35.2,51,1.1,福島県沖
2022,6,13,08,25,19.0,38,59.6,142,22.9,24,1.2,宮城県沖
2022,6,13,08,29,21.8,39,36.4,140,31.9,7,0.7,秋田県内陸南部
2022,6,13,08,29,48.9,41,26.9,143,1.1,14,1.6,青森県東方沖
2022,6,13,08,31,33.3,38,58.2,141,24.9,112,1.1,岩手県内陸南部
2022,6,13,08,40,53.5,37,58.8,141,39.8,48,0.8,宮城県沖
2022,6,13,08,44,49.1,38,58.7,144,40.6,10,1.7,三陸沖
2022,6,13,08,54,22.4,37,22.4,142,4.5,24,1.1,福島県沖
2022,6,13,09,00,20.2,40,30.7,142,19.0,42,1.0,青森県東方沖
2022,6,13,09,01,38.6,37,50.8,141,44.1,63,1.0,福島県沖
2022,6,13,09,02,34.3,37,30.4,137,13.2,12,0.7,石川県能登地方
2022,6,13,09,07,48.2,36,49.4,141,24.1,3,2.1,茨城県沖
2022,6,13,09,11,10.7,35,41.3,140,58.1,25,1.3,千葉県東方沖
2022,6,13,09,11,46.2,37,32.2,137,15.6,16,1.2,能登半島沖
2022,6,13,09,17,23.0,33,55.2,135,1.7,7,0.3,紀伊水道
2022,6,13,09,20,31.5,33,5.0,132,9.8,42,1.0,豊後水道
2022,6,13,09,20,56.2,31,11.6,130,20.0,161,2.2,薩摩半島西方沖
2022,6,13,09,24,4.8,37,58.6,141,42.2,53,1.0,宮城県沖
2022,6,13,09,30,15.7,37,11.9,141,20.0,41,1.3,福島県沖
2022,6,13,09,30,19.3,37,17.4,142,13.3,19,1.3,福島県沖
2022,6,13,09,33,44.2,42,38.7,144,21.7,59,1.3,釧路沖
2022,6,13,09,40,25.3,41,30.1,141,50.7,22,1.4,青森県東方沖
2022,6,13,09,48,3.4,36,55.5,138,8.4,9,0.4,新潟県上越地方
2022,6,13,09,49,10.7,34,12.3,132,49.7,22,0.4,安芸灘
2022,6,13,09,49,51.4,37,50.2,141,35.3,48,1.2,福島県沖
2022,6,13,09,53,56.2,32,22.9,130,28.6,0,0.4,熊本県天草・芦北地方
2022,6,13,09,56,20.6,33,23.1,135,57.2,28,1.1,和歌山県南方沖
2022,6,13,10,01,52.9,28,23.0,129,43.5,38,0.9,奄美大島近海
2022,6,13,10,03,14.1,39,5.9,142,25.9,73,1.4,岩手県沖
2022,6,13,10,03,15.4,38,24.8,141,30.0,74,1.0,宮城県中部
2022,6,13,10,13,13.0,37,36.9,141,32.8,48,1.2,福島県沖
2022,6,13,10,14,49.6,37,59.1,141,32.6,47,0.8,宮城県沖
2022,6,13,10,15,59.2,37,16.9,141,38.5,39,1.2,福島県沖
2022,6,13,10,16,57.4,35,32.5,138,57.4,23,0.5,山梨県東部・富士五湖
2022,6,13,10,19,2.7,37,59.2,141,39.3,48,1.3,宮城県沖
2022,6,13,10,28,9.2,37,51.1,141,36.6,49,1.3,福島県沖
2022,6,13,10,38,17.4,36,7.2,140,54.8,22,1.1,茨城県沖
2022,6,13,10,39,8.2,39,44.1,141,56.1,25,0.8,岩手県沿岸北部
2022,6,13,10,42,40.5,33,6.7,136,57.6,36,2.8,三重県南東沖
2022,6,13,10,42,59.8,33,44.4,141,46.2,3,1.2,八丈島東方沖
2022,6,13,10,47,43.6,38,58.7,144,40.7,8,1.9,三陸沖
2022,6,13,10,47,47.0,32,36.7,128,55.2,12,0.9,五島列島近海
2022,6,13,10,48,45.3,32,36.2,128,55.3,12,1.6,五島列島近海
2022,6,13,10,48,55.3,35,7.9,132,40.0,7,1.1,島根県東部
2022,6,13,10,49,28.4,24,25.7,122,43.7,95,2.4,与那国島近海
2022,6,13,10,51,9.4,37,13.2,141,19.3,38,1.0,福島県沖
2022,6,13,10,53,56.8,37,19.9,141,34.2,10,1.3,福島県沖
2022,6,13,10,56,59.3,37,1.9,136,25.3,13,1.1,石川県西方沖
2022,6,13,11,01,40.0,37,45.7,141,37.7,56,1.0,福島県沖
2022,6,13,11,01,47.7,32,59.5,131,11.3,6,0.4,熊本県阿蘇地方
2022,6,13,11,02,17.5,38,23.4,142,12.9,32,2.6,宮城県沖
2022,6,13,11,02,41.0,28,20.5,129,32.3,22,0.5,奄美大島近海
2022,6,13,11,13,28.8,37,47.8,141,37.5,55,1.0,福島県沖
2022,6,13,11,16,0.7,35,56.6,137,38.3,7,0.7,長野県南部
2022,6,13,11,16,20.9,37,12.4,138,2.5,22,1.0,新潟県上中越沖
2022,6,13,11,18,4.1,32,44.1,131,40.5,55,0.5,宮崎県北部平野部
2022,6,13,11,21,19.9,40,43.6,142,49.0,26,1.6,青森県東方沖
2022,6,13,11,21,39.6,37,50.4,141,41.4,56,1.7,福島県沖
2022,6,13,11,21,44.2,34,2.8,135,10.2,9,0.0,和歌山県北部
2022,6,13,11,24,32.3,33,5.3,140,21.6,65,2.2,八丈島東方沖
2022,6,13,11,29,51.6,36,36.3,139,40.2,102,2.4,栃木県南部
2022,6,13,11,30,37.7,40,30.8,142,18.8,43,1.3,青森県東方沖
2022,6,13,11,36,23.8,37,25.2,139,41.4,4,1.3,福島県会津
2022,6,13,11,37,23.7,34,10.9,140,52.4,40,1.9,房総半島南方沖
2022,6,13,11,37,50.9,39,26.6,142,31.2,32,1.2,岩手県沖
2022,6,13,11,40,0.5,34,10.1,140,52.7,40,1.4,房総半島南方沖
2022,6,13,11,41,8.9,42,33.8,141,53.3,20,1.6,苫小牧沖
2022,6,13,11,46,19.3,37,44.3,141,35.6,55,1.0,福島県沖
2022,6,13,11,50,57.4,38,19.2,144,47.7,24,1.6,三陸沖
2022,6,13,11,53,5.2,37,28.0,137,15.3,13,1.3,石川県能登地方
2022,6,13,11,54,47.1,36,52.4,140,32.9,7,0.1,福島県中通り
2022,6,13,11,54,47.1,37,17.0,141,52.5,39,3.5,福島県沖
2022,6,13,11,58,12.8,35,27.9,138,56.9,20,0.8,山梨県東部・富士五湖
2022,6,13,12,00,2.4,35,56.2,137,40.1,7,1.9,長野県南部
2022,6,13,12,00,54.6,38,35.4,142,4.0,42,1.8,宮城県沖
2022,6,13,12,04,51.6,34,9.4,135,28.2,6,0.6,和歌山県北部
2022,6,13,12,05,23.6,37,38.0,141,34.8,52,1.2,福島県沖
2022,6,13,12,05,35.9,33,57.4,135,20.7,7,1.2,和歌山県北部
2022,6,13,12,07,56.6,37,58.6,141,40.2,48,1.4,宮城県沖
2022,6,13,12,15,51.8,38,19.4,142,8.1,35,1.1,宮城県沖
2022,6,13,12,16,3.7,35,51.9,137,40.0,8,-0.2,長野県南部
2022,6,13,12,17,57.7,39,13.6,142,28.3,23,1.2,岩手県沖
2022,6,13,12,20,15.7,35,31.4,136,15.7,12,0.5,滋賀県北部
2022,6,13,12,21,55.3,36,16.3,137,59.7,9,0.2,長野県中部
2022,6,13,12,25,4.9,38,1.5,141,50.5,51,0.6,宮城県沖
2022,6,13,12,25,39.2,31,14.5,129,57.5,5,1.5,薩摩半島西方沖
