年,月,日,時,分,秒,緯度(度),緯度(分),経度(度),経度(分),深さ(km),Ｍ,震央地名
2022,6,19,01,59,46.4,37,32.4,137,15.7,17,0.6,能登半島沖
2022,6,19,02,02,15.8,24,7.8,123,16.7,32,0.9,与那国島近海
2022,6,19,02,03,44.4,44,55.2,142,10.0,3,0.5,宗谷地方南部
2022,6,19,02,05,5.3,32,12.8,130,24.4,2,-0.7,熊本県天草・芦北地方
2022,6,19,02,07,8.4,42,31.4,143,0.7,95,0.9,十勝地方南部
2022,6,19,02,08,58.2,33,55.8,134,29.2,38,0.8,徳島県南部
2022,6,19,02,12,34.6,37,52.5,141,33.8,46,1.0,福島県沖
2022,6,19,02,13,9.0,36,0.3,137,17.2,11,0.9,岐阜県飛騨地方
2022,6,19,02,15,30.6,35,3.1,135,33.9,12,-0.1,京都府南部
2022,6,19,02,16,21.9,37,32.4,137,18.1,11,0.1,能登半島沖
2022,6,19,02,16,40.1,37,23.5,138,11.8,26,0.9,新潟県上中越沖
2022,6,19,02,17,34.4,36,3.4,137,35.0,4,-0.3,岐阜県飛騨地方
2022,6,19,02,18,0.9,37,58.4,141,47.8,39,0.5,宮城県沖
2022,6,19,02,19,32.9,37,51.3,141,34.5,49,1.1,福島県沖
2022,6,19,02,21,22.8,24,39.1,124,25.7,19,1.3,石垣島近海
2022,6,19,02,21,39.7,37,29.9,137,13.4,12,0.6,石川県能登地方
2022,6,19,02,24,39.1,37,49.9,141,37.0,49,1.2,福島県沖
2022,6,19,02,26,52.5,37,26.5,145,1.0,53,3.4,福島県沖
2022,6,19,02,29,51.2,40,5.3,140,38.6,7,0.1,秋田県内陸北部
2022,6,19,02,31,38.9,37,3.4,138,54.5,10,0.6,新潟県中越地方
2022,6,19,02,33,22.5,38,47.2,141,45.2,55,1.1,宮城県沖
2022,6,19,02,35,4.1,37,32.5,137,14.4,11,0.3,能登半島沖
2022,6,19,02,35,52.2,23,58.6,122,30.6,26,3.3,与那国島近海
2022,6,19,02,39,21.4,33,47.5,135,21.1,10,-0.4,和歌山県北部
2022,6,19,02,40,5.9,36,43.1,143,59.7,27,3.4,関東東方沖
2022,6,19,02,41,26.3,37,31.8,137,14.8,11,0.1,能登半島沖
2022,6,19,02,43,6.5,37,56.0,141,50.0,56,1.0,宮城県沖
2022,6,19,02,44,9.1,37,59.0,141,40.6,47,0.8,宮城県沖
2022,6,19,02,52,37.1,37,11.4,140,56.4,92,1.2,福島県浜通り
2022,6,19,02,53,33.6,37,48.0,141,36.0,55,1.7,福島県沖
2022,6,19,02,54,20.7,37,51.6,141,36.4,48,0.8,福島県沖
2022,6,19,02,58,11.6,32,20.2,130,36.5,7,0.2,熊本県天草・芦北地方
2022,6,19,02,59,42.9,37,47.6,138,41.5,0,0.3,新潟県上中越沖
2022,6,19,03,01,16.3,35,17.5,137,26.5,46,0.5,岐阜県美濃東部
2022,6,19,03,01,16.5,35,25.7,142,36.8,28,1.1,関東東方沖
2022,6,19,03,03,29.5,36,47.9,140,33.0,10,0.5,茨城県北部
2022,6,19,03,04,29.3,33,30.6,134,1.0,10,0.6,高知県東部
2022,6,19,03,05,45.0,43,20.2,141,39.8,9,0.5,空知地方南部
2022,6,19,03,07,49.2,37,41.6,141,37.3,59,-,福島県沖
2022,6,19,03,07,58.7,37,50.0,141,37.0,48,0.9,福島県沖
2022,6,19,03,08,10.6,37,30.9,137,18.2,12,0.4,石川県能登地方
2022,6,19,03,09,15.4,36,42.9,144,0.4,29,1.6,関東東方沖
2022,6,19,03,13,37.9,42,37.9,140,30.4,8,0.7,後志地方西部
2022,6,19,03,15,45.2,31,3.5,131,27.4,27,1.2,大隅半島東方沖
2022,6,19,03,16,47.1,37,55.8,139,26.8,4,0.3,新潟県下越地方
2022,6,19,03,21,28.2,37,29.4,137,12.8,10,-0.2,石川県能登地方
2022,6,19,03,24,1.9,38,20.9,142,8.5,39,0.9,宮城県沖
2022,6,19,03,24,17.6,32,46.3,131,19.1,12,0.0,宮崎県北部山沿い
2022,6,19,03,24,19.5,36,43.1,143,59.8,27,2.3,関東東方沖
2022,6,19,03,25,31.9,33,27.0,134,42.2,6,1.3,四国沖
2022,6,19,03,27,50.3,43,13.8,142,38.5,132,1.0,上川地方南部
2022,6,19,03,30,47.6,36,8.6,141,16.2,13,1.2,茨城県沖
2022,6,19,03,30,54.4,31,59.2,130,7.7,10,-0.2,天草灘
2022,6,19,03,31,31.5,37,31.6,137,16.5,11,0.7,石川県能登地方
2022,6,19,03,34,28.1,41,58.6,139,11.6,12,1.1,北海道南西沖
2022,6,19,03,36,18.5,35,0.9,137,48.8,19,0.2,静岡県西部
2022,6,19,03,36,48.3,36,47.0,140,34.2,9,0.2,茨城県北部
2022,6,19,03,38,8.7,37,13.9,142,15.2,17,0.9,福島県沖
2022,6,19,03,39,44.7,37,42.7,141,34.1,52,1.1,福島県沖
2022,6,19,03,41,5.1,37,30.2,137,12.0,10,0.4,石川県能登地方
2022,6,19,03,43,37.7,38,31.8,141,54.8,39,0.6,宮城県沖
2022,6,19,03,50,4.1,40,3.8,140,49.1,3,0.4,秋田県内陸北部
2022,6,19,03,50,52.3,37,24.2,141,58.3,33,0.8,福島県沖
2022,6,19,03,53,1.1,42,18.4,138,16.6,23,2.9,日本海北部
2022,6,19,03,53,7.2,35,16.7,133,18.7,13,-0.3,島根県東部
2022,6,19,03,55,3.6,33,54.0,133,43.2,41,1.3,徳島県北部
2022,6,19,03,55,26.3,36,48.0,140,34.2,7,-0.2,茨城県北部
2022,6,19,03,57,12.9,37,50.7,141,35.0,49,1.2,福島県沖
2022,6,19,03,58,56.8,37,50.7,141,34.3,48,0.9,福島県沖
2022,6,19,04,06,20.2,37,50.7,137,41.9,23,2.0,佐渡付近
2022,6,19,04,06,31.2,35,6.7,138,12.1,13,0.0,静岡県中部
2022,6,19,04,09,28.8,37,49.1,141,40.1,54,1.5,福島県沖
2022,6,19,04,12,1.6,33,49.3,133,8.1,36,0.4,愛媛県東予
2022,6,19,04,12,41.5,35,3.0,135,33.6,13,2.3,京都府南部
2022,6,19,04,12,55.3,37,30.2,137,17.9,10,-0.2,石川県能登地方
2022,6,19,04,14,38.5,31,58.1,130,30.9,7,0.3,鹿児島県薩摩地方
2022,6,19,04,16,27.6,33,29.5,132,20.0,44,0.9,愛媛県南予
2022,6,19,04,17,15.8,37,40.7,142,20.0,23,1.0,福島県沖
2022,6,19,04,17,36.1,37,56.0,141,41.5,53,0.9,宮城県沖
2022,6,19,04,17,41.4,36,41.0,139,18.9,5,0.3,群馬県北部
2022,6,19,04,17,55.0,35,51.1,137,33.0,6,0.4,長野県南部
2022,6,19,04,18,34.0,37,46.2,142,21.4,24,1.5,福島県沖
2022,6,19,04,20,8.4,37,8.4,142,13.3,15,0.6,福島県沖
2022,6,19,04,20,39.7,40,56.8,145,53.0,21,2.2,三陸沖
2022,6,19,04,20,47.5,41,48.9,139,54.0,12,0.7,北海道南西沖
2022,6,19,04,21,10.0,37,4.1,142,10.4,20,1.4,福島県沖
2022,6,19,04,25,15.5,34,5.1,135,26.8,11,-0.3,和歌山県北部
2022,6,19,04,27,56.3,34,51.3,134,47.4,13,0.0,兵庫県南西部
2022,6,19,04,28,9.6,38,0.0,140,28.0,130,0.9,宮城県南部
2022,6,19,04,29,36.9,34,2.3,135,16.2,4,1.1,和歌山県北部
2022,6,19,04,32,50.1,32,44.1,132,3.6,39,0.6,日向灘
2022,6,19,04,34,46.9,37,13.8,142,7.9,21,1.0,福島県沖
2022,6,19,04,36,45.9,37,57.8,141,43.1,55,1.0,宮城県沖
2022,6,19,04,38,13.6,35,12.7,139,1.4,2,0.1,神奈川県西部
2022,6,19,04,39,19.8,36,48.0,140,32.5,7,-0.3,茨城県北部
2022,6,19,04,40,8.8,35,2.9,135,33.5,13,0.3,京都府南部
2022,6,19,04,41,43.4,40,5.0,143,21.0,23,0.8,三陸沖
2022,6,19,04,42,12.7,37,28.3,137,17.4,12,0.5,石川県能登地方
2022,6,19,04,42,45.9,34,10.9,140,52.3,41,1.2,房総半島南方沖
2022,6,19,04,43,33.1,33,36.9,134,7.2,16,0.6,高知県東部
2022,6,19,04,45,15.6,35,45.7,140,55.1,30,0.6,千葉県東方沖
2022,6,19,04,46,32.6,37,57.9,141,43.5,55,1.4,宮城県沖
2022,6,19,04,49,7.5,36,32.7,139,23.8,5,0.8,群馬県南部
2022,6,19,04,49,29.0,27,15.8,130,27.5,47,2.5,奄美大島近海
2022,6,19,04,51,38.8,36,2.3,140,5.8,62,0.6,茨城県南部
2022,6,19,04,54,25.8,37,52.6,141,37.6,48,1.2,福島県沖
2022,6,19,04,55,19.3,43,25.0,146,8.9,88,0.7,根室半島南東沖
2022,6,19,04,55,24.8,39,37.9,140,37.1,6,-0.1,秋田県内陸南部
2022,6,19,04,56,32.3,33,0.0,130,25.2,11,-0.2,福岡県筑後地方
2022,6,19,05,00,11.2,37,49.5,141,36.8,49,1.1,福島県沖
2022,6,19,05,00,52.7,36,4.4,139,59.9,69,0.5,茨城県南部
2022,6,19,05,04,42.0,37,45.5,141,33.1,79,0.6,福島県沖
2022,6,19,05,05,1.2,33,46.4,135,26.9,39,0.2,和歌山県南部
2022,6,19,05,05,18.8,24,36.1,123,41.9,1,1.4,石垣島近海
2022,6,19,05,06,35.4,42,13.4,141,31.8,96,1.4,苫小牧沖
2022,6,19,05,08,55.8,33,24.7,131,58.4,66,0.3,伊予灘
2022,6,19,05,12,58.2,32,39.7,132,0.5,36,0.6,日向灘
2022,6,19,05,17,23.9,42,4.8,142,31.3,12,0.4,浦河沖
2022,6,19,05,17,31.5,37,51.2,141,34.0,47,0.8,福島県沖
2022,6,19,05,17,45.9,37,54.0,141,37.8,54,2.1,宮城県沖
2022,6,19,05,18,35.7,44,35.5,149,7.3,30,3.7,択捉島南東沖
2022,6,19,05,18,58.7,37,29.7,137,11.9,11,0.9,石川県能登地方
2022,6,19,05,19,2.3,37,20.0,138,29.7,30,-,新潟県中越地方
2022,6,19,05,19,3.0,36,38.5,139,19.3,9,-,群馬県北部
2022,6,19,05,19,33.0,33,50.3,133,7.2,38,0.3,愛媛県東予
2022,6,19,05,22,22.6,34,51.2,134,47.4,13,0.1,兵庫県南西部
2022,6,19,05,29,54.9,24,4.7,123,16.8,20,2.1,与那国島近海
2022,6,19,05,32,54.8,24,4.6,123,16.8,17,1.7,与那国島近海
2022,6,19,05,32,57.1,28,42.6,129,22.1,66,1.4,奄美大島近海
2022,6,19,05,35,5.9,35,21.5,137,24.1,11,0.1,岐阜県美濃東部
2022,6,19,05,37,6.7,24,14.2,124,34.4,27,2.3,石垣島近海
2022,6,19,05,37,15.7,35,54.9,140,51.2,40,0.8,茨城県沖
2022,6,19,05,39,16.9,37,29.5,137,12.0,8,0.0,石川県能登地方
2022,6,19,05,43,18.2,37,52.0,141,37.4,48,0.8,福島県沖
2022,6,19,05,44,36.2,26,47.3,127,53.0,11,0.8,沖縄本島近海
2022,6,19,05,45,47.0,33,37.0,134,7.5,15,0.0,高知県東部
2022,6,19,05,46,14.3,37,30.8,137,13.5,8,0.4,石川県能登地方
2022,6,19,05,46,15.0,37,50.3,141,37.4,50,1.0,福島県沖
2022,6,19,05,46,37.0,35,20.5,138,29.5,18,0.0,山梨県中・西部
2022,6,19,05,47,34.5,24,9.6,123,16.7,35,1.2,与那国島近海
2022,6,19,05,47,47.4,34,14.6,140,19.9,51,1.9,房総半島南方沖
2022,6,19,05,48,12.3,24,11.4,123,16.3,39,1.0,与那国島近海
2022,6,19,05,52,0.9,26,22.9,127,50.3,13,1.0,沖縄本島近海
2022,6,19,05,53,32.5,36,16.4,140,54.1,44,1.1,茨城県沖
2022,6,19,05,53,53.6,35,14.1,137,22.1,45,1.8,愛知県西部
2022,6,19,05,55,38.5,35,30.8,138,9.1,9,-0.2,静岡県中部
2022,6,19,05,58,33.4,36,10.7,140,2.2,56,0.6,茨城県南部
2022,6,19,06,01,42.5,33,57.5,135,9.8,8,0.1,和歌山県北部
2022,6,19,06,03,15.9,37,24.9,141,54.3,47,2.6,福島県沖
2022,6,19,06,04,45.6,37,45.7,141,35.3,54,1.1,福島県沖
2022,6,19,06,10,1.4,43,40.9,145,3.9,140,1.3,根室地方北部
2022,6,19,06,10,29.4,40,33.4,140,21.7,8,1.3,青森県津軽南部
2022,6,19,06,10,29.4,35,13.9,137,22.4,45,-0.3,愛知県西部
2022,6,19,06,10,45.8,34,48.7,136,0.6,9,0.3,京都府南部
2022,6,19,06,11,26.1,28,20.3,131,15.6,103,2.0,奄美大島北東沖
2022,6,19,06,12,39.8,29,54.5,131,54.7,55,1.8,種子島南東沖
2022,6,19,06,14,17.3,29,37.9,129,43.7,11,2.2,トカラ列島近海
2022,6,19,06,15,37.8,32,39.1,131,59.5,36,0.9,日向灘
2022,6,19,06,16,45.3,43,15.5,142,50.0,140,1.2,十勝地方北部
2022,6,19,06,17,32.7,37,51.4,141,34.2,47,0.6,福島県沖
2022,6,19,06,19,10.5,37,31.7,137,14.7,11,0.4,能登半島沖
2022,6,19,06,19,23.9,34,59.4,137,49.3,20,-0.3,静岡県西部
2022,6,19,06,22,34.2,27,3.6,126,29.9,12,2.5,沖縄本島北西沖
2022,6,19,06,24,16.6,35,2.9,135,33.7,11,0.1,京都府南部
2022,6,19,06,25,3.8,37,54.7,141,39.5,49,2.3,宮城県沖
2022,6,19,06,25,43.6,24,10.5,123,42.4,17,1.2,西表島付近
2022,6,19,06,25,53.4,33,53.9,134,27.9,11,0.1,徳島県南部
2022,6,19,06,30,11.6,39,56.0,142,25.7,35,1.0,岩手県沖
2022,6,19,06,32,29.1,39,3.6,143,19.0,5,1.6,三陸沖
2022,6,19,06,33,18.6,37,9.3,141,59.2,26,1.3,福島県沖
2022,6,19,06,39,47.4,36,21.5,138,0.2,10,-0.7,長野県中部
2022,6,19,06,40,9.2,35,39.8,140,11.1,65,0.6,千葉県北西部
2022,6,19,06,43,33.2,26,46.4,126,24.8,24,1.7,沖縄本島北西沖
2022,6,19,06,43,58.9,36,21.1,137,37.5,3,0.3,岐阜県飛騨地方
2022,6,19,06,44,59.6,38,37.6,140,48.5,96,0.7,宮城県北部
2022,6,19,06,46,48.0,34,10.2,135,3.5,10,1.4,紀伊水道
2022,6,19,06,47,19.6,39,50.6,140,50.2,1,-,岩手県内陸北部
2022,6,19,06,48,37.4,37,49.8,141,37.1,49,1.4,福島県沖
2022,6,19,06,48,50.9,32,13.1,130,27.4,10,-0.4,熊本県天草・芦北地方
2022,6,19,06,52,0.2,34,10.2,135,4.2,8,0.4,紀伊水道
2022,6,19,06,53,20.3,38,50.0,142,26.3,38,0.9,宮城県沖
2022,6,19,06,53,38.5,37,44.9,142,24.0,24,1.4,福島県沖
2022,6,19,06,56,16.9,37,53.2,141,46.8,53,1.9,宮城県沖
2022,6,19,06,57,45.7,34,1.9,135,14.7,5,0.3,和歌山県北部
2022,6,19,06,59,7.8,38,37.7,144,49.2,23,1.5,三陸沖
2022,6,19,06,59,18.8,37,45.5,141,33.6,52,0.7,福島県沖
2022,6,19,07,04,7.2,36,12.4,143,10.0,21,1.2,関東東方沖
2022,6,19,07,07,8.6,38,50.3,142,2.8,28,0.4,宮城県沖
2022,6,19,07,16,11.3,24,10.7,123,43.3,15,1.2,西表島付近
2022,6,19,07,17,40.6,37,52.0,141,34.6,47,0.8,福島県沖
2022,6,19,07,22,25.0,37,56.1,141,49.0,54,0.8,宮城県沖
2022,6,19,07,22,59.7,37,19.2,141,42.6,38,1.0,福島県沖
2022,6,19,07,25,40.9,31,37.7,130,58.1,7,0.3,鹿児島県大隅地方
2022,6,19,07,28,37.0,43,7.7,143,29.6,123,1.3,十勝地方中部
2022,6,19,07,29,53.9,37,6.4,141,14.4,22,0.9,福島県沖
2022,6,19,07,32,59.4,32,42.9,132,8.6,39,0.1,日向灘
2022,6,19,07,34,19.4,37,51.9,141,41.0,57,1.2,福島県沖
2022,6,19,07,39,36.3,37,51.0,141,36.5,47,0.7,福島県沖
2022,6,19,07,46,27.9,37,30.6,137,11.9,12,0.5,能登半島沖
2022,6,19,07,46,47.3,34,59.5,135,25.0,11,0.3,大阪府北部
2022,6,19,07,48,42.1,36,0.5,138,6.0,8,-0.7,長野県中部
2022,6,19,07,50,23.5,37,30.8,137,12.7,12,1.3,石川県能登地方
2022,6,19,07,51,21.6,37,58.6,141,41.2,47,0.8,宮城県沖
2022,6,19,07,53,25.2,37,30.0,137,13.1,12,1.1,石川県能登地方
2022,6,19,07,53,37.3,39,58.9,140,34.7,3,0.1,秋田県内陸北部
2022,6,19,07,54,28.6,24,6.5,123,43.1,21,1.6,西表島付近
2022,6,19,07,54,42.0,36,1.0,137,33.2,6,0.0,岐阜県飛騨地方
2022,6,19,07,55,37.9,39,37.7,142,31.2,32,1.0,岩手県沖
2022,6,19,07,55,38.9,34,12.7,135,12.9,4,0.8,和歌山県北部
2022,6,19,07,56,15.8,37,51.6,141,35.2,47,1.2,福島県沖
2022,6,19,07,56,37.9,24,6.4,123,43.4,21,1.7,西表島付近
2022,6,19,07,57,6.5,37,28.9,137,9.5,11,0.3,石川県能登地方
2022,6,19,07,57,40.0,24,28.2,123,54.7,8,-,西表島付近
2022,6,19,07,58,17.8,36,45.3,140,34.3,9,0.3,茨城県北部
2022,6,19,07,59,20.0,37,51.1,141,35.4,48,1.4,福島県沖
2022,6,19,07,59,33.4,35,23.5,138,0.1,8,0.4,長野県南部
2022,6,19,08,01,24.4,39,37.4,142,31.1,32,0.6,岩手県沖
2022,6,19,08,01,56.4,37,29.2,144,43.7,46,2.1,福島県沖
2022,6,19,08,04,12.3,32,39.2,132,5.3,38,0.1,日向灘
2022,6,19,08,07,26.6,37,29.8,137,12.4,9,0.8,石川県能登地方
2022,6,19,08,09,25.6,28,14.3,129,39.3,36,0.6,奄美大島近海
2022,6,19,08,09,30.9,33,37.2,134,7.2,14,-0.2,高知県東部
2022,6,19,08,09,54.2,24,6.8,123,43.3,20,2.0,西表島付近
2022,6,19,08,10,35.8,34,8.4,132,43.9,16,0.6,安芸灘
2022,6,19,08,17,0.2,33,51.2,134,58.8,12,0.5,紀伊水道
2022,6,19,08,17,50.2,28,30.4,130,24.8,62,1.3,奄美大島近海
2022,6,19,08,18,13.0,37,22.1,138,46.9,12,0.9,新潟県中越地方
2022,6,19,08,18,20.2,33,49.8,134,57.3,11,0.3,紀伊水道
2022,6,19,08,18,33.4,37,58.7,141,40.0,48,0.6,宮城県沖
2022,6,19,08,18,51.8,36,27.7,138,26.8,177,1.6,群馬県北部
2022,6,19,08,21,6.6,37,41.0,141,27.2,61,2.3,福島県沖
2022,6,19,08,23,14.7,34,17.2,136,6.9,24,0.2,奈良県
2022,6,19,08,27,36.6,34,59.8,137,50.5,21,0.3,静岡県西部
2022,6,19,08,28,54.5,37,49.9,141,34.3,48,0.8,福島県沖
2022,6,19,08,30,48.4,37,31.4,137,13.2,12,0.6,能登半島沖
2022,6,19,08,31,12.4,42,37.6,145,29.4,29,1.5,釧路沖
2022,6,19,08,31,44.5,35,44.5,140,11.6,65,1.1,千葉県北西部
2022,6,19,08,33,13.1,45,10.1,142,12.5,10,0.7,宗谷地方南部
2022,6,19,08,34,23.1,34,51.6,136,25.6,15,0.7,三重県北部
2022,6,19,08,34,41.6,34,54.5,138,4.6,36,0.1,静岡県中部
2022,6,19,08,37,26.7,39,33.0,144,52.0,38,1.4,三陸沖
2022,6,19,08,37,55.9,37,14.2,142,3.1,32,1.6,福島県沖
2022,6,19,08,38,11.6,37,38.1,141,34.9,52,1.8,福島県沖
2022,6,19,08,48,32.7,35,44.4,140,47.4,14,0.9,千葉県北東部
2022,6,19,08,56,25.4,37,51.2,141,34.8,48,1.2,福島県沖
2022,6,19,08,56,52.1,35,12.3,133,4.9,8,0.1,島根県東部
2022,6,19,08,59,17.5,35,31.8,136,35.9,8,-0.3,岐阜県美濃中西部
2022,6,19,09,00,7.0,35,29.2,142,37.6,20,1.5,関東東方沖
2022,6,19,09,04,22.1,44,30.6,143,8.4,12,0.5,網走沖
2022,6,19,09,08,12.3,27,4.7,128,32.6,33,1.8,沖縄本島近海
2022,6,19,09,08,32.3,37,46.1,141,37.3,55,0.6,福島県沖
2022,6,19,09,12,28.3,36,36.4,139,37.4,107,0.8,栃木県南部
2022,6,19,09,12,58.1,39,58.2,140,47.2,4,1.5,秋田県内陸北部
2022,6,19,09,13,21.1,36,33.3,136,13.2,18,1.1,石川県西方沖
2022,6,19,09,15,37.7,34,58.6,138,17.0,15,0.1,静岡県中部
2022,6,19,09,20,51.4,32,24.9,130,27.4,10,-0.2,熊本県天草・芦北地方
2022,6,19,09,24,57.9,35,56.0,140,51.7,37,0.7,茨城県沖
2022,6,19,09,25,46.6,32,42.8,132,1.1,41,0.4,日向灘
2022,6,19,09,27,35.9,36,0.7,140,13.5,38,0.4,茨城県南部
2022,6,19,09,30,23.9,37,43.7,141,42.3,20,0.8,福島県沖
2022,6,19,09,30,26.2,33,55.4,135,19.8,50,1.2,和歌山県北部
2022,6,19,09,33,2.3,37,58.1,141,39.4,48,0.8,宮城県沖
2022,6,19,09,34,17.6,37,30.4,137,11.8,12,1.2,能登半島沖
2022,6,19,09,34,37.7,37,30.5,137,11.5,11,0.9,能登半島沖
2022,6,19,09,34,59.8,34,50.9,138,14.5,19,0.7,静岡県中部
2022,6,19,09,35,34.5,36,4.2,136,39.4,6,1.3,福井県嶺北
2022,6,19,09,39,19.1,28,19.8,129,27.0,11,0.9,奄美大島近海
2022,6,19,09,40,7.5,42,33.9,144,9.8,58,1.7,釧路沖
2022,6,19,09,41,32.1,37,21.4,141,43.1,44,1.2,福島県沖
2022,6,19,09,43,25.5,38,47.4,142,11.3,38,2.2,宮城県沖
2022,6,19,09,43,58.2,39,50.3,139,57.4,16,1.8,秋田県沖
2022,6,19,09,45,48.8,32,38.5,131,59.0,38,0.1,日向灘
2022,6,19,09,48,44.7,35,34.8,136,49.6,9,-0.1,岐阜県美濃中西部
2022,6,19,09,50,33.1,37,44.7,141,34.6,53,1.4,福島県沖
